gt,pred
0.0,0.00013072779
0.0,4.3726446e-05
0.0,0.0024613112
0.0,0.00016063309
0.0,0.0012855821
0.0,0.00016924074
0.0,0.0007136008
1.0,0.9372696
1.0,0.9721352
1.0,0.9744567
1.0,0.96759975
1.0,0.93606853
0.0,0.11370245
0.0,3.0782396e-10
0.0,0.91297084
1.0,0.94759786
0.0,0.013044202
0.0,0.00044032917
0.0,1.336817e-10
1.0,0.9849726
1.0,0.9267325
0.0,4.631671e-07
0.0,1.2545013e-07
1.0,0.8286966
0.0,0.0014261411
0.0,0.015799103
0.0,0.0041494127
0.0,1.1682872e-07
0.0,0.4356431
0.0,0.004589476
0.0,0.00013191035
0.0,4.0726296e-05
0.0,5.275212e-07
0.0,0.0005546507
0.0,0.036131363
0.0,7.4326993e-09
0.0,5.194138e-09
0.0,1.4706517e-08
0.0,1.11366374e-10
0.0,4.8314258e-05
0.0,0.011188171
1.0,0.6161133
0.0,2.6441387e-07
0.0,0.0011936313
0.0,9.612246e-09
0.0,0.0008145808
0.0,0.0020289912
1.0,0.80906665
0.0,0.0031031305
0.0,4.1749383e-05
0.0,0.002167626
0.0,0.0054509966
0.0,0.00016252426
0.0,6.932799e-06
0.0,1.8728769e-06
0.0,0.0026997032
0.0,0.78321654
1.0,0.9811187
0.0,0.00014530536
0.0,2.2498992e-17
0.0,8.211931e-06
0.0,2.7376707e-05
0.0,4.1870705e-11
0.0,0.0005822637
0.0,2.8137258e-05
0.0,0.00045383288
0.0,6.665689e-10
0.0,9.259071e-10
0.0,0.0007409754
0.0,0.22739044
0.0,2.6376488e-09
0.0,2.1474278e-15
0.0,0.00032378544
1.0,0.9857371
1.0,0.98582053
0.0,2.2841988e-15
0.0,0.002434748
0.0,0.00020471898
1.0,0.9549654
0.0,3.9388152e-07
0.0,0.020858856
0.0,2.1002343e-10
0.0,2.022799e-05
1.0,0.8982916
0.0,0.003826748
0.0,8.983083e-05
1.0,0.98190224
0.0,0.00058433466
0.0,0.012066591
0.0,2.1900937e-09
0.0,0.0007137937
0.0,0.0017170993
1.0,0.94959134
1.0,0.9765521
1.0,0.120380744
1.0,0.9544929
0.0,0.00010387571
0.0,0.00031174856
0.0,1.6775366e-06
0.0,5.981099e-07
0.0,0.00042949396
0.0,1.3934218e-07
0.0,0.00027104325
0.0,2.2689354e-05
1.0,0.972954
0.0,5.8257472e-05
1.0,0.7952161
1.0,0.7600921
0.0,0.48307127
0.0,5.0778607e-07
0.0,0.0007954259
1.0,0.019035798
0.0,1.9458328e-10
0.0,2.9253736e-06
1.0,0.81143457
1.0,0.9400712
0.0,0.0031032115
0.0,0.00039835853
1.0,0.9843763
0.0,6.248921e-05
0.0,0.0029988235
1.0,0.97190577
0.0,0.0046595135
1.0,0.95538336
0.0,5.039074e-05
0.0,4.0842028e-09
0.0,5.0418053e-10
0.0,0.0003548074
0.0,0.0013483647
0.0,9.456068e-07
0.0,0.0008606337
1.0,0.9699136
0.0,1.8630059e-05
0.0,2.1653018e-12
0.0,0.014124969
0.0,0.00043538146
0.0,0.0001735185
1.0,0.97401357
0.0,0.001696193
0.0,0.07213939
0.0,4.3814063e-05
0.0,0.000860621
0.0,0.0053898515
0.0,0.0026283993
0.0,0.07968286
1.0,0.98052204
1.0,0.89019525
0.0,0.02064721
0.0,1.4415975e-10
0.0,0.00034829168
1.0,0.9150966
0.0,5.1545407e-10
0.0,0.0005205701
1.0,0.94311213
0.0,0.0069456697
0.0,0.09365377
0.0,4.8327115e-07
1.0,0.97313344
0.0,6.559039e-06
0.0,0.003937174
0.0,0.00024185945
0.0,1.1679473e-13
1.0,0.8908996
0.0,0.00021411505
0.0,8.714607e-08
1.0,0.9661266
1.0,0.9743671
0.0,0.08988549
1.0,0.98408395
1.0,0.9694652
1.0,0.90430725
0.0,0.03349404
0.0,0.091667704
0.0,4.309083e-06
0.0,0.009931935
0.0,0.0020025698
0.0,5.9465646e-07
0.0,0.17220521
0.0,0.0016566977
0.0,1.7105912e-14
0.0,5.3610776e-05
0.0,0.014125075
0.0,3.965564e-06
0.0,0.00022380608
0.0,6.9829825e-06
0.0,0.0006352366
1.0,0.9386522
0.0,0.0007819244
0.0,7.663041e-07
0.0,0.012908402
1.0,0.98164165
0.0,0.018392805
0.0,0.0022338098
0.0,0.0027678707
0.0,0.013787278
0.0,1.8834497e-06
0.0,0.00016146511
0.0,1.4905039e-12
0.0,2.8619437e-10
0.0,1.0960698e-05
0.0,0.004588553
1.0,0.9704004
0.0,0.0015384502
0.0,0.010811791
0.0,5.1173794e-07
0.0,0.0058584968
1.0,0.9850413
1.0,0.9620776
1.0,0.88215333
0.0,0.0017735232
1.0,0.8621017
0.0,0.902467
0.0,1.049975e-09
0.0,2.8352161e-11
0.0,0.15955307
0.0,3.1092102e-07
0.0,5.9527338e-05
0.0,4.0964107e-10
0.0,0.0007048562
0.0,0.0019603297
1.0,0.9283837
0.0,0.00073860097
0.0,1.0621527e-06
0.0,0.0016709141
0.0,3.8584504e-11
