loss_train,loss_val,acc_val,ap_val
0.6358700394630432,0.5720118615404481,0.7711379529561347,0.5941626517431334
0.5330070853233337,0.5622474781965194,0.7711379529561347,0.7417089672727963
0.524993360042572,0.5502509852540926,0.7711379529561347,0.7668221810744965
0.511753499507904,0.5312501552070089,0.7711379529561347,0.7983585989453026
0.4891999363899231,0.4967384799149714,0.7711379529561347,0.8176563893473102
0.44789090752601624,0.44995796218163936,0.7902097902097902,0.8268514070038803
0.38701310753822327,0.3534088813796289,0.8830260648442466,0.8403904175717445
0.32653337717056274,0.302114885624851,0.905276541640178,0.8559079705747771
0.2872150242328644,0.2621917433596233,0.9103623649078194,0.8706901439168315
0.2676904797554016,0.24408189854800738,0.9179910998092816,0.8825821099557047
0.25315743684768677,0.23036520752418746,0.9249841068022886,0.8913233886711887
0.24315862357616425,0.22464557703482596,0.9186268277177368,0.8991368115248899
0.23540574312210083,0.21258347032938651,0.9300699300699301,0.9027161442870777
0.23342248797416687,0.20590002371563096,0.9326128417037508,0.9070811808876487
0.2253275215625763,0.2017016547240047,0.9332485696122059,0.9092135985074673
0.22690440714359283,0.20276827609091902,0.9275270184361093,0.9124084889639347
0.22180692851543427,0.19120894308993563,0.9376986649713922,0.9154952735440376
0.2187398076057434,0.19296935918750993,0.9319771137952956,0.9171903822349214
0.21572160720825195,0.18400341889999206,0.9383343928798474,0.9188942859478099
0.21526916325092316,0.18359869722340869,0.9345200254291164,0.9199075191740568
0.21177946031093597,0.18146456204927885,0.9364272091544819,0.9216279887809596
0.21014153957366943,0.175045723984822,0.9421487603305785,0.9235409656863125
0.20754939317703247,0.17777344836449063,0.9351557533375715,0.9242171983403696
0.2093207836151123,0.16923054418060632,0.940241576605213,0.9266930012780895
0.20798273384571075,0.17024239687425502,0.9427844882390337,0.9274631023992086
0.20499561727046967,0.1812645196156826,0.9313413858868405,0.9285695827933023
0.204328253865242,0.1676267125541362,0.9415130324221234,0.929085278592874
0.20555280148983002,0.16428196271058487,0.9421487603305785,0.9301698808882504
0.20002292096614838,0.16582157743712253,0.940241576605213,0.9304137131996619
0.20119118690490723,0.16209153589441452,0.9434202161474888,0.9311716151747349
0.19686666131019592,0.16209408710962334,0.9415130324221234,0.930665011698819
0.1983805000782013,0.16533147250476796,0.9440559440559441,0.9320268643931281
0.19714099168777466,0.1699658567861471,0.9396058486967578,0.9326546386792623
0.19967661798000336,0.16372094757603903,0.9415130324221234,0.9331324475654525
0.1994812935590744,0.15930162200636722,0.9427844882390337,0.9331218520453691
0.1931389570236206,0.16523675742758662,0.940241576605213,0.9338358701364333
0.19404594600200653,0.15905296097723298,0.9446916719643992,0.9331265791822606
0.19597239792346954,0.15939950912679296,0.9446916719643992,0.9334275224214557
0.19401340186595917,0.15791878575969484,0.9440559440559441,0.9341502734668309
0.19187431037425995,0.1578824964209264,0.9396058486967578,0.9347921291335834
0.1955580711364746,0.15621975403414057,0.9453273998728544,0.9350592204701611
0.19302277266979218,0.1561806224670216,0.9396058486967578,0.9348465447264624
0.19346345961093903,0.15795329021786098,0.9446916719643992,0.935621851614723
0.19458618760108948,0.15507406439662966,0.9415130324221234,0.9363733330137136
0.19300252199172974,0.15435866679041838,0.9415130324221234,0.936029040903261
0.18870912492275238,0.15453617510640993,0.9446916719643992,0.9357325401276309
0.19050359725952148,0.15639009372640852,0.9465988556897648,0.9354040164029122
0.18989278376102448,0.1531056709071291,0.9427844882390337,0.9365068129770622
0.1920662671327591,0.15319286814481684,0.9383343928798474,0.9370907436628549
0.18982884287834167,0.1559173040759844,0.94723458359822,0.9358019633244525
0.1896195262670517,0.15996768318462432,0.9427844882390337,0.9362206109897937
0.19027021527290344,0.1527455809460426,0.9446916719643992,0.936961631462718
0.18828846514225006,0.15044960366338206,0.9434202161474888,0.9380599866456572
0.18779738247394562,0.15337962097827598,0.9478703115066751,0.9384251273687171
0.17991803586483002,0.14436022157663003,0.9504132231404959,0.9430313037421301
0.1808873564004898,0.14507650192270444,0.9491417673235855,0.9432375304713808
0.17696210741996765,0.1401048722118613,0.9504132231404959,0.9469082981764125
0.1791442483663559,0.1390938246545713,0.9523204068658614,0.9461984825045341
0.17525218427181244,0.13783649267547082,0.9497774952320407,0.9478619557985575
0.17924413084983826,0.1356298758281846,0.9523204068658614,0.9501311101581535
0.17597730457782745,0.13537643248308864,0.9516846789574063,0.9486504238567754
0.17193226516246796,0.13796597412264583,0.9529561347743166,0.9511889207571131
0.17005378007888794,0.13600145110792972,0.9523204068658614,0.9515968570214791
0.17433124780654907,0.13558946380324222,0.9535918626827717,0.9525979384988519
0.17515286803245544,0.13034868573809003,0.9554990464081373,0.9543702322780794
0.17462141811847687,0.1320367850699549,0.9567705022250477,0.9562908125791856
0.16885192692279816,0.13367791488075134,0.9516846789574063,0.954508774313766
0.1722966730594635,0.1352395399012387,0.951048951048951,0.9558536326310165
0.1704605370759964,0.12852024046842717,0.9554990464081373,0.9531534306940688
0.17143285274505615,0.13736411044344504,0.9523204068658614,0.9546856773670992
0.17183224856853485,0.1292207867039743,0.9548633184996821,0.9565710963893677
0.17263410985469818,0.12938878859067068,0.9554990464081373,0.9576601518603207
0.16956931352615356,0.12951206175748967,0.9548633184996821,0.9559256636706462
0.16835972666740417,0.1270199901195218,0.9567705022250477,0.9576400397599569
0.17060668766498566,0.12738260219450295,0.9567705022250477,0.9567245258582473
0.1643725037574768,0.1272103515159379,0.9548633184996821,0.9564476580177061
0.16944247484207153,0.12459117503811884,0.9567705022250477,0.9593304523513568
0.16773107647895813,0.12662309669644986,0.9561347743165926,0.9574174312736323
0.16886983811855316,0.127766584334522,0.9548633184996821,0.9579040875979458
0.16591037809848785,0.1274221799817725,0.9548633184996821,0.9594610142772588
0.16579405963420868,0.1308440968100614,0.9535918626827717,0.9596036761915913
0.16986344754695892,0.12969106394094188,0.9529561347743166,0.9615333717750639
0.16533680260181427,0.12406988319741338,0.9554990464081373,0.961054894069423
