loss_train,loss_val,acc_val,ap_val
0.16616834700107574,0.12354536111083518,0.9554990464081373,0.9615536270226935
0.16553635895252228,0.12323526720749066,0.9535918626827717,0.9612833806840271
0.1641736924648285,0.1266404313792564,0.958041958041958,0.961364730800098
0.16514572501182556,0.12135957110405575,0.9567705022250477,0.9609918617564837
0.16505564749240875,0.12155518043746026,0.958041958041958,0.9603406988380249
0.1638469249010086,0.126146737284821,0.958041958041958,0.9606515044717211
0.1660892516374588,0.12196220111786296,0.9548633184996821,0.9626092768449585
0.16377340257167816,0.13033099213907542,0.9574062301335029,0.9592638938564092
0.16342024505138397,0.12384311605697215,0.9548633184996821,0.9618651730427623
0.16310860216617584,0.12694841058710465,0.958041958041958,0.9618823985307647
0.16223707795143127,0.12719952582706712,0.958041958041958,0.9618623301411193
0.15824101865291595,0.11981206022094028,0.9567705022250477,0.9641042156706277
0.1644888073205948,0.11920354204123292,0.9567705022250477,0.9625423433615228
0.15753138065338135,0.11726507440313592,0.9561347743165926,0.9659468480416324
0.16333720088005066,0.11720734709626311,0.9574062301335029,0.9663049803156938
0.16038715839385986,0.11698376169950434,0.9574062301335029,0.9632575537286098
0.16140039265155792,0.11815613724210804,0.9593134138588684,0.9638725964234516
0.1591770499944687,0.12046718900550799,0.9574062301335029,0.963888951789732
0.1572040319442749,0.11857215992902694,0.9586776859504132,0.9632744298841331
0.16070453822612762,0.11829721071276025,0.9586776859504132,0.9641836750729131
0.15726995468139648,0.11853331937504967,0.9593134138588684,0.9664466217446122
0.15934260189533234,0.11751664556368702,0.9605848696757787,0.9644826728368863
0.15583115816116333,0.11532280419332089,0.958041958041958,0.9661416433941515
0.15304063260555267,0.11339880960880384,0.958041958041958,0.9675430145769651
0.15670061111450195,0.11711531904042335,0.958041958041958,0.9645321666389026
0.15633633732795715,0.11625426935679732,0.9605848696757787,0.9652576813794682
0.15372063219547272,0.11287808039350564,0.9586776859504132,0.9669680296503659
0.15723435580730438,0.11355313387784091,0.9593134138588684,0.9674732222885689
0.1554209440946579,0.11369822332984841,0.958041958041958,0.968622235233996
0.1529824286699295,0.11299196353628616,0.958041958041958,0.9673775170224491
0.15648645162582397,0.11413249254075115,0.9586776859504132,0.9667476214342383
0.15196920931339264,0.11482511351840631,0.9593134138588684,0.9668908669795613
0.15459378063678741,0.113095040391072,0.958041958041958,0.9669143743184909
0.15199418365955353,0.11270156152219585,0.9561347743165926,0.9677093352220746
0.15191109478473663,0.11467792877177865,0.9548633184996821,0.967137978098519
0.15155023336410522,0.11155758886222088,0.9599491417673236,0.9680283046886433
0.15200844407081604,0.11314939194550123,0.9605848696757787,0.9656615484235376
0.15626351535320282,0.11778380532819453,0.9586776859504132,0.9627971829906158
0.15094798803329468,0.11858853426846591,0.961220597584234,0.966353604937276
0.14953963458538055,0.11087864550222505,0.9586776859504132,0.9679683499871724
0.14860327541828156,0.11157563167700553,0.9567705022250477,0.9679226289423714
0.15198078751564026,0.10914905739679355,0.9586776859504132,0.96961545987983
0.1448281705379486,0.11097643561827022,0.961220597584234,0.9687845774019124
0.1478114128112793,0.11223680383448228,0.9586776859504132,0.9673868625254148
0.1469002515077591,0.1122541870194791,0.9631277813095995,0.967468825263891
0.14697736501693726,0.1182200631288988,0.9586776859504132,0.9698355010278633
0.14869460463523865,0.1105069441167852,0.961220597584234,0.9691692147215746
0.14933358132839203,0.10829099544808884,0.9599491417673236,0.9695290100651457
0.1464638113975525,0.10647487943519549,0.9631277813095995,0.9691272220672286
0.14599499106407166,0.10506656983818738,0.9599491417673236,0.9709076020314562
0.1431373655796051,0.10460598333883801,0.9593134138588684,0.9706522622166239
0.14486533403396606,0.10352652829237524,0.9637635092180546,0.9698890065467887
0.14440615475177765,0.10833035982572116,0.9599491417673236,0.9666859082078534
0.13805224001407623,0.10131483811598557,0.9593134138588684,0.9714774180824044
0.14292919635772705,0.10389759914934142,0.9624920534011443,0.9697097687181523
0.14180542528629303,0.10085398970480869,0.9631277813095995,0.9730844412123041
0.14024056494235992,0.1013237916203115,0.9605848696757787,0.9715659099742792
0.1368815153837204,0.10656355113946778,0.9624920534011443,0.9717060611562366
0.13882561028003693,0.1030098247588704,0.9599491417673236,0.9692246279153018
0.1361503154039383,0.1028834280509973,0.961220597584234,0.9705313869928122
0.14017046988010406,0.09920551666240365,0.9637635092180546,0.9702122420810989
0.13673722743988037,0.10208676017475067,0.9618563254926892,0.9720193049260578
0.1360262781381607,0.10182608030286475,0.9637635092180546,0.9696796497174086
0.13856194913387299,0.09891996486734146,0.961220597584234,0.972580749293676
0.1355651319026947,0.096601928788541,0.9624920534011443,0.9728413146025258
0.13600566983222961,0.09692410943770363,0.961220597584234,0.9722027856238186
0.13875286281108856,0.0975420758440778,0.9624920534011443,0.9745332436882961
